"Reference","Journal_name","Publication_year","Experiment_year","IF","Data_details","Variable_name","Variable_identity","Plant_species","Plant_status","Herbivore_feeding_guild","cor","n","zr","var"
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Cotoneaster melanocarpus","Native","Defoliators",-0.966724486170727,3,-2.03965146723895,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Cotoneaster melanocarpus","Native","Gallers",0.976956557975901,3,2.2259663155714,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Cotoneaster melanocarpus","Native","Miners",0.474539772994164,3,0.515913350163289,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Dasiphora fruticosa","Native","All folivores",0.936107936777464,3,1.70561993565047,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Dasiphora fruticosa","Native","Defoliators",0.936107936777464,3,1.70561993565047,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Fagus sylvatica","Native","All folivores",0.245191558142648,4,0.25029033068133,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Fagus sylvatica","Native","Defoliators",0.414815920501476,4,0.441414123275958,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Fagus sylvatica","Native","Gallers",-0.799210816307259,4,-1.09642394603188,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Fagus sylvatica","Native","Miners",-0.388552309998243,4,-0.410093786029233,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Populus tremula","Native","All folivores",-0.0113117923162464,10,-0.0113122748262906,0.142857142857143
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Populus tremula","Native","Defoliators",0.0319707178158817,10,0.0319816172101407,0.142857142857143
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Populus tremula","Native","Gallers",0.180099236800771,10,0.182085250230655,0.142857142857143
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Populus tremula","Native","Miners",-0.344998855223524,10,-0.35975572875829,0.142857142857143
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Prunus padus","Native","All folivores",-0.700177459598733,3,-0.867648572479583,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Prunus padus","Native","Defoliators",0.558767239235215,3,0.631039009095406,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Prunus padus","Native","Gallers",-0.957211954541311,3,-1.91150875775884,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Prunus padus","Native","Miners",-0.952352097801101,3,-1.85647576237721,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Quercus mongolica","Native","All folivores",-0.163774554475008,4,-0.165262839699856,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Quercus mongolica","Native","Defoliators",-0.0633444560449513,4,-0.0634293842391726,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Quercus mongolica","Native","Gallers",-0.635482730564655,4,-0.750559679528084,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Quercus mongolica","Native","Miners",-0.994889766099581,4,-2.98354944823266,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Quercus pubescens","Native","All folivores",0.999194423246036,3,3.90834819178737,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Quercus pubescens","Native","Defoliators",0.998271511553961,3,3.52639527283679,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Quercus pubescens","Native","Gallers",-0.903985103561621,3,-1.49360052044896,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Quercus pubescens","Native","Miners",0.939445221337415,3,1.73330442747916,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Quercus robur","Native","All folivores",-0.308325320224397,8,-0.318693743856537,0.2
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Quercus robur","Native","Defoliators",-0.273576023119194,8,-0.280725077140802,0.2
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Quercus robur","Native","Gallers",0.113516108963848,8,0.114007499813564,0.2
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Quercus robur","Native","Miners",0.0825607666160847,8,0.0827491233260376,0.2
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix caprea","Native","All folivores",-0.632340215810761,7,-0.74530598414925,0.25
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix caprea","Native","Defoliators",-0.705769864959368,7,-0.878704794064072,0.25
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix caprea","Native","Gallers",0.524350487131887,7,0.582321211363011,0.25
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix caprea","Native","Miners",0.463470242109429,7,0.501721872654508,0.25
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix dasyclados","Native","All folivores",-0.549076267352141,3,-0.617057928861055,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix dasyclados","Native","Defoliators",0.499806489188097,3,0.549048163193887,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix dasyclados","Native","Gallers",-0.973090129098457,3,-2.14743150945686,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix dasyclados","Native","Miners",0.28699131116844,3,0.295284424852448,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix phylicifolia","Native","All folivores",0.0365290558119971,5,0.0365453166148542,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix phylicifolia","Native","Defoliators",0.0209098003759822,5,0.0209128485682367,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix phylicifolia","Native","Gallers",0.900927962700354,5,1.4771251061646,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix phylicifolia","Native","Miners",-0.133488163404099,5,-0.134289629036767,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix polaris","Native","All folivores",0.549087034599708,3,0.617073343468911,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix polaris","Native","Defoliators",0.526257225029444,3,0.584954626849587,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Leaves damaged (%)","Herbivory","Salix polaris","Native","Gallers",0.580979841696957,3,0.66394052875253,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Acer rubrum","Native","All folivores",-0.0855871285361371,4,-0.0857970315605354,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Acer rubrum","Native","Defoliators",-0.0873525720454478,4,-0.0875757752747896,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Acer rubrum","Native","Gallers",0.119457250326234,4,0.12003038528217,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Acer rubrum","Native","Miners",-0.101142412028854,4,-0.101489432963537,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Alnus incana","Native","All folivores",-0.629217490747734,6,-0.740119724613999,0.333333333333333
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Alnus incana","Native","Defoliators",-0.582469021488998,6,-0.666191418291895,0.333333333333333
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Alnus incana","Native","Gallers",-0.0339488547546706,6,-0.0339619060793684,0.333333333333333
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Alnus incana","Native","Miners",-0.561378794549786,6,-0.634844184845004,0.333333333333333
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Alnus viridis","Native","All folivores",-0.760768247849007,5,-0.998036370439228,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Alnus viridis","Native","Defoliators",-0.75984193246916,5,-0.995840975819767,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Alnus viridis","Native","Gallers",0.0125549955735287,5,0.0125556553085123,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Alnus viridis","Native","Miners",-0.074800011618486,5,-0.0749399848758837,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula nana","Native","All folivores",-0.686536320560774,4,-0.841374346012109,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula nana","Native","Defoliators",-0.686536320560774,4,-0.841374346012109,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula pendula","Native","All folivores",-0.465331850326266,13,-0.504095370667579,0.1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula pendula","Native","Defoliators",-0.398129844790902,13,-0.421424532210527,0.1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula pendula","Native","Gallers",0.289025479085883,13,0.297502587849403,0.1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula pendula","Native","Miners",-0.365693746143139,13,-0.383442964694336,0.1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula platyphylla","Native","All folivores",0.472539042229844,8,0.513334290258405,0.2
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula platyphylla","Native","Defoliators",0.307280225472445,8,0.317539271283541,0.2
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula platyphylla","Native","Gallers",0.241731904334933,8,0.246612684923698,0.2
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula platyphylla","Native","Miners",0.487812821781243,8,0.533186137488935,0.2
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula pubescens","Native","All folivores",-0.811458987246433,10,-1.13128615617494,0.142857142857143
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula pubescens","Native","Defoliators",-0.764682429059329,10,-1.00739502936188,0.142857142857143
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula pubescens","Native","Gallers",-0.671894986400606,10,-0.81418963196998,0.142857142857143
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Betula pubescens","Native","Miners",-0.314505388883938,10,-0.325537553002575,0.142857142857143
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Carpinus betulus","Native","All folivores",0.798059894492495,4,1.09324619008111,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Carpinus betulus","Native","Defoliators",0.806921927426348,4,1.11814272790671,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Carpinus betulus","Native","Gallers",-0.242943565695773,4,-0.247899944094443,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Carpinus betulus","Native","Miners",0.173962182747089,4,0.17574961574314,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Corylus avellana","Native","All folivores",0.998910445468502,3,3.75729430391242,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Corylus avellana","Native","Defoliators",0.995184501657663,3,3.01332613464887,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Corylus avellana","Native","Miners",-0.453849965375495,3,-0.489538369291316,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Cotoneaster melanocarpus","Native","All folivores",0.800921050118439,3,1.1011760142018,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Cotoneaster melanocarpus","Native","Defoliators",-0.565265136693068,3,-0.640537084709637,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Cotoneaster melanocarpus","Native","Gallers",0.976956557975901,3,2.2259663155714,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Cotoneaster melanocarpus","Native","Miners",0.0389853158571286,3,0.039005084561426,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Dasiphora fruticosa","Native","All folivores",0.745463044651034,3,0.962664560714993,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Dasiphora fruticosa","Native","Defoliators",0.745463044651034,3,0.962664560714993,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Fagus sylvatica","Native","All folivores",0.326147340528536,4,0.33851090011055,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Fagus sylvatica","Native","Defoliators",0.534536767750964,4,0.596475363206846,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Fagus sylvatica","Native","Gallers",-0.819128461156283,4,-1.15416287436885,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Fagus sylvatica","Native","Miners",-0.240874663348133,4,-0.245702442958325,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Prunus padus","Native","All folivores",-0.420733760348813,3,-0.448583275601944,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Prunus padus","Native","Defoliators",0.893849423599733,3,1.44075407530073,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Prunus padus","Native","Gallers",-0.961739493304885,3,-1.96858432391164,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Prunus padus","Native","Miners",-0.909206192215301,3,-1.52292587070223,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Quercus mongolica","Native","All folivores",-0.238860577257849,4,-0.243565397930836,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Quercus mongolica","Native","Defoliators",-0.229611580366869,4,-0.233779390716563,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Quercus mongolica","Native","Gallers",-0.638009824452326,4,-0.754810095071373,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Quercus mongolica","Native","Miners",-0.723095214740096,4,-0.914101892224848,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Quercus pubescens","Native","All folivores",0.983743927751038,3,2.40213734750285,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Quercus pubescens","Native","Defoliators",0.986378382951725,3,2.49120516596202,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Quercus pubescens","Native","Gallers",-0.903985103561621,3,-1.49360052044896,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Quercus pubescens","Native","Miners",-0.847211059841332,3,-1.24618737621235,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Quercus robur","Native","All folivores",0.165198574194275,8,0.16672645913229,0.2
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Quercus robur","Native","Defoliators",0.162045495383204,8,0.163486640361943,0.2
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Quercus robur","Native","Gallers",0.0791109003450695,8,0.0792765623065683,0.2
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Quercus robur","Native","Miners",0.278746574426842,8,0.286322535555641,0.2
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix caprea","Native","All folivores",-0.46365390037182,7,-0.501955799385227,0.25
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix caprea","Native","Defoliators",-0.651471851036167,7,-0.777851600744035,0.25
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix caprea","Native","Gallers",0.0634714356218042,7,0.0635568764070785,0.25
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix caprea","Native","Miners",0.460639775988586,7,0.498123077318828,0.25
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix dasyclados","Native","All folivores",0.333970791139875,3,0.347290901906291,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix dasyclados","Native","Defoliators",0.471971836655888,3,0.51260427222428,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix dasyclados","Native","Gallers",-0.973090129098457,3,-2.14743150945687,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix dasyclados","Native","Miners",0.28699131116844,3,0.295284424852448,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix phylicifolia","Native","All folivores",-0.22748425150376,5,-0.231534817443601,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix phylicifolia","Native","Defoliators",-0.233755938441489,5,-0.23815883342368,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix phylicifolia","Native","Gallers",0.869137002967063,5,1.32954057790888,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix phylicifolia","Native","Miners",-0.139334039642683,5,-0.140246366427504,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix polaris","Native","All folivores",0.448842657024277,3,0.483250010905748,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix polaris","Native","Defoliators",0.502868182508316,3,0.553137732856573,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses","Herbivory","Salix polaris","Native","Gallers",0.388177940222571,3,0.409652921809736,1
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses_Asia","Herbivory","Populus tremula","Native","All folivores",0.0323229218912119,5,0.0323341856397014,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses_Asia","Herbivory","Populus tremula","Native","Defoliators",-0.387917029498948,5,-0.409345758112336,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses_Asia","Herbivory","Populus tremula","Native","Gallers",-0.513828860052301,5,-0.567918343804807,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses_Asia","Herbivory","Populus tremula","Native","Miners",0.271825566137463,5,0.278833987253557,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses_Europe","Herbivory","Populus tremula","Native","All folivores",-0.587265221780478,5,-0.673481312426448,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses_Europe","Herbivory","Populus tremula","Native","Defoliators",-0.607901758887969,5,-0.705586464590068,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses_Europe","Herbivory","Populus tremula","Native","Gallers",0.68029686699783,5,0.829666453747991,0.5
"Kozlov et al. 2015c","Global Ecology and Biogeography",2015,2015,7.7,"Data from Appendix S3","Losses_Europe","Herbivory","Populus tremula","Native","Miners",-0.0642640382946478,5,-0.0643527254604522,0.5
"Kozlov et al. 2016","Plos One",2016,2011,3.3,"Data from Figure 3","Percentage of infested leaves_Betula pendula","Herbivory","Betula pendula","Native","Gallers",0.520231498058122,43,0.576657101827454,0.025
"Kozlov et al. 2016","Plos One",2016,2011,3.3,"Data from Figure 3","Percentage of infested leaves_Betula pubescens","Herbivory","Betula pubescens","Native","Gallers",-0.318453917790166,55,-0.329925593527005,0.0192307692307692
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Betula pendula","Native","All folivores",-0.0375541492202866,9,-0.0375718185566361,0.166666666666667
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Betula pendula","Native","Defoliators",-0.180033488764128,9,-0.182017298948754,0.166666666666667
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Betula pendula","Native","Gallers",0.413746858256982,9,0.440123563177789,0.166666666666667
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Betula pendula","Native","Miners",-0.0409391943506278,9,-0.0409620889820106,0.166666666666667
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Betula pubescens","Native","All folivores",-0.978345567115891,3,-2.2574030082987,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Betula pubescens","Native","Defoliators",-0.983073785887087,3,-2.38176989296995,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Betula pubescens","Native","Gallers",0.349372804313784,3,0.364729179991394,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Betula pubescens","Native","Miners",-0.840601452369402,3,-1.22322000932027,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Quercus robur","Native","All folivores",0.0213807056235259,5,0.0213839644706565,0.5
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Quercus robur","Native","Defoliators",0.135534110514426,5,0.136373276880437,0.5
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Quercus robur","Native","Gallers",-0.30547885196548,5,-0.315551288179844,0.5
